name,description,archetype,strategy_family,direction_mode,direction_role,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,mc_simulations,mc_pnl_median,mc_pnl_p05,mc_pnl_p95,mc_max_drawdown_pct_median,mc_max_drawdown_pct_p95,mc_loss_probability_pct,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
crypto_trend_pullback__5m_all,Crypto trend pullback continuation [5m_all],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-30.00000,-30.00000,none,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\btc\candidates\crypto_trend_pullback__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\btc\candidates\crypto_trend_pullback__5m_all_5m_all_symbol_candidate_analysis.txt
crypto_breakout_reclaim__5m_all,Crypto breakout reclaim [5m_all],single,,,,-331.98420,15,26.66667,0.13085,0.33198,69.96956,-22.13228,-0.73298,-0.52754,-1.00000,12.49512,-34.72406,0.35984,10.93333,trailing_stop,46.66667,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,7.32883,trend_up_vol_high,trend_expansion,-229.37473,73.33333,0.02114,31.29759,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 2, ""trend_up_vol_high"": 11, ""trend_up_vol_mid"": 1}","{""trend_down_vol_high"": -23.15589180063707, ""trend_flat_vol_high"": -86.78241264124702, ""trend_up_vol_high"": -229.3747251567441, ""trend_up_vol_mid"": 7.32883048721439}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.15679230243112613, ""trend_up_vol_mid"": 999.0}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 27.27272727272727, ""trend_up_vol_mid"": 100.0}",,1,-30.00000,-30.00000,none,0.00000,500,-334.12030,-527.93621,-148.06865,0.34455,0.53158,99.60000,2,0.00000,-178.13624,-231.47285,0.00000,0.00000,-233.86706,-76.10520,0.00000,4,-385.24324,0.00000,10,artifacts\research\btc\candidates\crypto_breakout_reclaim__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\btc\candidates\crypto_breakout_reclaim__5m_all_5m_all_symbol_candidate_analysis.txt
crypto_volatility_expansion__5m_all,Crypto volatility expansion [5m_all],single,,,,-965.11763,43,20.93023,0.23802,0.97598,195.66891,-22.44460,-0.56215,-0.52257,-0.98887,33.49631,-37.25248,0.89917,12.46512,trailing_stop,30.23256,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,-200.90334,trend_up_vol_high,trend_expansion,-764.21429,88.37209,0.00000,999.00000,"{""trend_flat_vol_high"": 5, ""trend_up_vol_high"": 38}","{""trend_flat_vol_high"": -200.90333649822273, ""trend_up_vol_high"": -764.2142908673824}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.2828864773089947}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 23.684210526315788}",,1,-30.00000,-30.00000,none,0.00000,500,-974.89108,-1335.61603,-470.14983,1.00537,1.35628,100.00000,2,0.00000,-227.33535,-194.41957,0.02595,0.25044,-481.03889,-144.43845,0.03520,7,-211.43554,0.26421,9,artifacts\research\btc\candidates\crypto_volatility_expansion__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\btc\candidates\crypto_volatility_expansion__5m_all_5m_all_symbol_candidate_analysis.txt
crypto_volatility_breakout__5m_all,24/7 crypto volatility breakout [5m_all],single,,,,-983.12291,51,11.76471,0.18683,1.00122,233.63594,-19.27692,-0.62373,-0.61127,-0.98192,37.64505,-26.86652,1.40119,32.01961,signal_exit,41.17647,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,-68.06271,trend_up_vol_high,trend_expansion,-473.81697,47.05882,0.00000,999.00000,"{""trend_flat_vol_high"": 10, ""trend_flat_vol_mid"": 4, ""trend_up_vol_high"": 24, ""trend_up_vol_mid"": 13}","{""trend_flat_vol_high"": -214.8836879338838, ""trend_flat_vol_mid"": -68.06271114677845, ""trend_up_vol_high"": -473.8169740840525, ""trend_up_vol_mid"": -226.35953391850538}","{""trend_flat_vol_high"": 0.1816222244616365, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.2565786567297839, ""trend_up_vol_mid"": 0.06079271110992203}","{""trend_flat_vol_high"": 20.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 12.5, ""trend_up_vol_mid"": 7.6923076923076925}",,1,-30.00000,-30.00000,none,0.00000,500,-972.07790,-1302.97866,-525.62141,1.00970,1.30943,99.80000,2,0.00000,-346.32487,-188.03446,0.00000,0.35024,-497.84535,-317.44123,0.00000,14,-168.03909,0.39804,14,artifacts\research\btc\candidates\crypto_volatility_breakout__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\btc\candidates\crypto_volatility_breakout__5m_all_5m_all_symbol_candidate_analysis.txt
crypto_short_breakdown__5m_all,Crypto short breakdown continuation [5m_all],single,,,,-780.48247,75,28.00000,0.44196,0.78510,338.68522,-10.40643,-0.31498,-0.32303,-0.99412,29.43501,-25.90033,1.13647,14.29333,trailing_stop,30.66667,1,0.00000,0.00000,trend_down_vol_low,orderly_trend,21.86013,trend_down_vol_high,trend_expansion,-440.41497,49.33333,0.02652,20.14695,"{""trend_down_vol_high"": 37, ""trend_down_vol_low"": 1, ""trend_down_vol_mid"": 10, ""trend_flat_vol_high"": 19, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 7}","{""trend_down_vol_high"": -440.41496806214093, ""trend_down_vol_low"": 21.860132453050376, ""trend_down_vol_mid"": -59.014971921165795, ""trend_flat_vol_high"": -216.77662778786967, ""trend_flat_vol_low"": -16.07914845860454, ""trend_flat_vol_mid"": -70.05688670300663}","{""trend_down_vol_high"": 0.45744040072828634, ""trend_down_vol_low"": 999.0, ""trend_down_vol_mid"": 0.5964961399120423, ""trend_flat_vol_high"": 0.3884824827424688, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0}","{""trend_down_vol_high"": 29.72972972972973, ""trend_down_vol_low"": 100.0, ""trend_down_vol_mid"": 30.0, ""trend_flat_vol_high"": 31.57894736842105, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0}",,1,-30.00000,-30.00000,none,0.00000,500,-788.38969,-1209.20772,-323.10390,0.84572,1.25051,99.60000,2,0.00000,-244.63845,-184.06483,0.30509,0.25555,-336.85530,-254.82595,0.30324,20,-174.97267,0.28067,14,artifacts\research\btc\candidates\crypto_short_breakdown__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\btc\candidates\crypto_short_breakdown__5m_all_5m_all_symbol_candidate_analysis.txt
crypto_short_reversion__5m_all,Crypto short mean reversion in downtrend [5m_all],single,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-30.00000,-30.00000,none,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\btc\candidates\crypto_short_reversion__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\btc\candidates\crypto_short_reversion__5m_all_5m_all_symbol_candidate_analysis.txt
btc_trend_pullback_high_beta__5m_all,BTC trend pullback continuation in stronger trend regimes [5m_all],single,,,,83.54413,10,40.00000,1.78009,0.00000,45.88307,8.35441,0.21187,0.41266,999.00000,47.66001,-17.84932,2.67013,8.50000,signal_exit,40.00000,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,72.93301,trend_flat_vol_high,dislocated_chop,-13.35882,50.00000,0.77296,0.18317,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 2, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 5}","{""trend_flat_vol_high"": -13.358823168498356, ""trend_flat_vol_mid"": -10.908319929763488, ""trend_up_vol_high"": 45.35607152172706, ""trend_up_vol_low"": -10.477807606851243, ""trend_up_vol_mid"": 72.93300880032655}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 999.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 2.0080446186275953}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 100.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 40.0}",trend_up_vol_mid,1,-30.00000,-30.00000,none,0.00000,500,91.05425,-96.30178,302.41215,0.06074,0.14238,22.80000,2,0.00000,-54.70111,5.81046,0.23544,499.99802,68.22586,-71.54546,0.00000,3,-0.04646,0.99603,2,artifacts\research\btc\candidates\btc_trend_pullback_high_beta__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\btc\candidates\btc_trend_pullback_high_beta__5m_all_5m_all_symbol_candidate_analysis.txt
btc_breakout_reclaim_trend__5m_all,BTC breakout reclaim continuation for trend-up volatility regimes [5m_all],single,,,,-210.96040,14,21.42857,0.18014,0.22268,64.83812,-15.06860,-0.77867,-0.58471,-0.94736,15.45049,-23.39199,0.66050,7.50000,signal_exit,64.28571,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,10.31514,trend_up_vol_high,trend_expansion,-198.11965,71.42857,0.04454,19.20668,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 3, ""trend_up_vol_high"": 10}","{""trend_down_vol_high"": -23.15589180063707, ""trend_flat_vol_high"": 10.315143962612858, ""trend_up_vol_high"": -198.1196546865931}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 1.4242562008760338, ""trend_up_vol_high"": 0.05586500361025733}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 66.66666666666666, ""trend_up_vol_high"": 10.0}",trend_up_vol_high,1,-30.00000,-30.00000,none,0.00000,500,-212.21122,-327.02634,-87.84267,0.22218,0.32833,99.80000,2,0.00000,-150.10662,-124.89728,0.00000,0.04486,-98.37867,-98.52283,0.00000,4,-223.84227,0.08971,9,artifacts\research\btc\candidates\btc_breakout_reclaim_trend__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\btc\candidates\btc_breakout_reclaim_trend__5m_all_5m_all_symbol_candidate_analysis.txt
btc_vwap_reversion_flat_mid__5m_all,BTC VWAP mean reversion for flat mid-volatility tape [5m_all],single,,,,-19.78450,1,0.00000,0.00000,0.01978,4.64613,-19.78450,0.00000,0.00000,-1.00000,0.00000,-19.78450,0.00000,1.00000,structure_exit,100.00000,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,-19.78450,trend_up_vol_mid,orderly_trend,-19.78450,100.00000,0.00000,999.00000,"{""trend_up_vol_mid"": 1}","{""trend_up_vol_mid"": -19.784503635957876}","{""trend_up_vol_mid"": 0.0}","{""trend_up_vol_mid"": 0.0}",trend_flat_vol_mid,1,-30.00000,-30.00000,none,0.00000,500,-19.78450,-19.78450,-19.78450,0.01978,0.01978,100.00000,2,0.00000,-19.78450,0.00000,0.00000,0.00000,0.00000,-19.78450,0.00000,1,0.00000,0.00000,0,artifacts\research\btc\candidates\btc_vwap_reversion_flat_mid__5m_all_5m_all_symbol_candidate_trades.csv,artifacts\research\btc\candidates\btc_vwap_reversion_flat_mid__5m_all_5m_all_symbol_candidate_analysis.txt
crypto_trend_pullback__5m_all__exit_trend,Crypto trend pullback continuation [5m_all] with trend-runner exits,entry_exit_family,,,,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-30.00000,-30.00000,none,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\btc\candidates\crypto_trend_pullback__5m_all__exit_trend_5m_all_symbol_candidate_trades.csv,artifacts\research\btc\candidates\crypto_trend_pullback__5m_all__exit_trend_5m_all_symbol_candidate_analysis.txt
